t,ax,ay,az,gx,gy,gz
0.0,-6.323242,10.009766,95.495605,16.601562,22.460937,3.051758
0.010101010101010102,-5.914204035696904,9.019893067520407,93.25407526679462,19.58754228920417,21.97009157686997,2.6427193655284857
0.020202020202020204,-5.112457986121775,7.569520722266161,91.19185438411324,22.16209212211433,21.290700139737694,2.3997093815291417
0.030303030303030304,-3.9792437264724336,5.710804740908608,89.29006261392259,24.55364254422466,20.346810844614673,2.3358521477830227
0.04040404040404041,-5.124303524550057,5.611950215816978,86.76928268416822,36.951594647115314,15.610051706390761,3.118447153442035
0.05050505050505051,-6.20826738505039,6.287516383929631,85.08710791424234,44.1325028569792,10.890493976336717,3.8351077222280265
0.06060606060606061,-7.211287118445113,8.031944991471542,84.25320774004722,46.73877059160982,5.85540951930035,4.448164603563164
0.07070707070707072,-7.766955778694848,16.11364690262052,85.47077478048303,47.515070929560586,-4.3182192605929535,4.325591077386706
0.08080808080808081,-8.044649286668486,23.120759822248704,87.5410586534928,46.65437966563788,-11.72098321310984,2.914119534258714
0.09090909090909091,-8.022568748886911,29.208243762462256,90.85068088442058,44.45702559708803,-17.144388373754143,0.1653725031271911
0.10101010101010102,-6.739036615831811,33.88396781514034,102.66084206339735,41.039830554019346,-24.603876346432212,-7.669173928366361
0.11111111111111112,-5.604980792813766,34.46885535404861,115.24625302203104,45.41098705030928,-27.735654163782048,-14.152520706573332
0.12121212121212122,-4.602745176617236,31.648953532397258,127.211301446159,55.47398331242927,-27.654696343568066,-19.182310104047566
0.13131313131313133,-3.8528664803897117,23.514400880015593,130.25156973145292,69.4526990281262,-25.00566807205164,-19.87513296493254
0.14141414141414144,-3.879794064082834,18.142751622139823,125.19545567572678,105.29511511333146,-20.75711378451371,-19.429541331107924
0.15151515151515152,-4.337248640225887,15.00700099059433,115.14115871431265,151.1183556838036,-16.40634851882509,-18.28441996721189
0.16161616161616163,-4.45254323894513,15.03994297915395,105.47285811718226,174.01262755171894,-17.64165048937632,-17.21382456625958
0.17171717171717174,-4.540644962673734,15.336631401614278,97.66341269945141,190.44561642880126,-22.831407974168286,-14.234374386503301
0.18181818181818182,-4.353679643578735,16.470952811286242,92.42290883982568,201.50092113035106,-29.359472414300377,-10.421651214688403
0.19191919191919193,-2.879859131911709,21.056171733749004,95.0512216161055,202.7291048900736,-32.266173420017026,-7.433071515240906
0.20202020202020204,-1.253544995023864,32.14282353210834,102.27237684329071,207.36493357646458,-33.51199444915821,-5.009617085818845
0.21212121212121213,0.26419779194025755,46.096854599688555,110.67192127879588,211.7945807364563,-32.60442040190193,-3.741691819129753
0.22222222222222224,1.078032927178706,59.175761865962706,115.16034566409341,209.1228989614735,-26.397899171037842,-5.920140056375046
0.23232323232323235,2.0038791624951964,69.14499171183287,115.96907368295557,210.79832880743976,-21.99737968276781,-9.043761691966377
0.24242424242424243,2.83267025812159,77.70634741618576,113.51069149601337,216.86070036748788,-17.59631841085875,-14.110092262113024
0.25252525252525254,3.200711344582237,85.62332580804056,105.04573980743001,231.74592873432158,-10.889786735362597,-24.333463293784718
0.26262626262626265,3.8338190014904177,87.53030540361188,98.01515748885254,245.13157320508014,-8.635690664011292,-30.584053747032225
